HHKEY,ZIP_CODE,Num_Purchases,TotalSpend,Credit Card User,Average_Spend,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,Pother,PROMOS,DaysonFile,BeteenPurchases,MARKDOWN,COUPONS,STORES,WEB,MAILED,RESPONDED,RESPONSERATE,DiversitySpend,Perc_Returns,RESP
9960000000139,1923,1,76.94,No,76.94,11,0.18,0.54,0,0.27,0,0,0,0,0,0,0,0,0,0,0.01,5,92,92,0.3,0,1,0,0,0,0,40.49,0,0
9960000000140,1940,1,280.49,No,280.49,16,0.16,0,0,0.35,0.32,0,0,0.16,0,0,0,0,0,0,0.01,18,698,698,0.11,1,2,1,9,1,11.11,28.07,0,1
9960000000141,1938,1,67.97,No,67.97,11,0.7,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.01,3,149,149,0.11,0,1,0,0,0,0,58.47,0,0
9960000000142,1905,6,642.91,No,107.15,16,0.21,0,0,0.09,0.15,0.24,0.06,0.11,0.07,0,0,0,0.02,0,0.05,16,284,47.33,0.26,0,3,0,4,1,25,18.83,0,0
9960000000143,1982,22,1441.62,Yes,65.52,16,0.41,0.11,0.2,0,0,0,0.01,0,0,0,0,0,0,0,0.27,25,698,31.72,0.26,1,11,1,8,1,12.5,22.88,0.32,1
9960000000144,1904,2,87.99,No,43.99,11,0.4,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.18,9,166,83,0,0,1,0,1,0,0,37.92,0.54,0
9960000000145,1906,1,153.94,No,153.94,11,0.09,0,0,0,0,0.22,0,0.5,0.18,0,0,0,0,0,0.01,1,85,85,0.3,0,1,0,0,0,0,34.29,0,0
9960000000146,1960,9,568.82,Yes,63.2,16,0.18,0.01,0.19,0,0.21,0.22,0.04,0,0,0,0,0,0.02,0,0.13,21,691,76.77,0.47,2,3,0,10,3,30,17.9,0.1,1
9960000000147,1983,1,165,No,165,11,0.41,0,0,0.23,0,0.35,0,0,0,0,0,0,0,0,0.01,10,239,239,0,0,1,0,2,0,0,34.92,0,0
9960000000148,7722,1,415.79,Yes,415.79,11,0.14,0,0,0.1,0.38,0.23,0,0.1,0,0,0,0,0.03,0,0.02,9,153,153,0.1,1,1,0,1,0,0,24.41,0,0
9960000000149,2019,7,2083.82,Yes,297.68,16,0.13,0.009588,0.02,0.04,0.25,0.16,0.04,0.1,0.16,0,0,0,0.01,0.03,0.050412,18,677,96.71,0.09,0,3,0,10,4,40,18.24,0,0
9960000000150,2035,3,202.94,No,67.64,11,0.68,0.04,0,0,0,0,0,0.26,0,0,0,0,0,0,0.02,9,636,212,0.04,0,3,0,6,2,33.33,54.2,0,0
9960000000151,2038,2,111,No,55.5,11,0.52,0.13,0,0,0,0,0.25,0,0,0,0,0,0,0.08,0.02,13,344,172,0.31,0,1,0,4,1,25,36.85,0,0
9960000000152,2048,1,268.75,Yes,268.75,16,0.08,0,0,0.1,0.4,0.23,0,0,0,0,0,0.02,0.14,0,0.03,17,636,636,0.16,0,2,0,6,0,0,26.14,0,0
9960000000153,2019,3,182.97,No,60.99,16,0.17,0.04,0.08,0,0,0.22,0,0.26,0,0,0,0,0,0.02,0.21,15,532,177.33,0,0,3,0,7,1,14.29,16.23,0.21,0
9960000000154,2067,1,68.99,No,68.99,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,339,339,0.28,0,1,0,0,0,0,100,0,0
9960000000155,2048,5,414.64,Yes,82.92,16,0.28,0.05,0,0.03,0,0.03,0.4,0.12,0,0,0,0.007235,0.05,0,0.032765,8,207,41.4,0.34,1,2,0,2,1,50,27,0,0
9960000000156,2090,2,154.96,No,77.48,11,0.25,0.25,0.16,0,0,0.32,0,0,0,0,0,0,0,0,0.02,20,634,317,0,0,2,0,6,1,16.67,26.32,0,0
9960000000157,2038,2,565.97,No,282.98,16,0.29,0,0.24,0,0.14,0.21,0,0.06,0,0,0,0,0.03,0,0.03,6,148,74,0.06,0,2,0,1,1,100,22.13,0,0
9960000000158,2048,1,124,No,124,11,0,0,0,0.39,0,0,0,0.39,0,0,0,0.2,0,0,0.02,10,351,351,0,0,2,0,4,0,0,35.62,0,0
9960000000159,2038,1,117.99,No,117.99,11,0.83,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.01,13,334,334,0.28,0,1,0,3,0,0,71.85,0,0
9960000000160,60641,3,469.92,No,156.64,16,0.04,0.04,0,0.13,0.34,0.12,0,0.05,0.2,0,0,0,0.03,0,0.05,18,258,86,0.15,0,3,0,6,0,0,31.8,0,0
9960000000161,2151,1,146.47,No,146.47,16,0,0,0,0.11,0,0,0.88,0,0,0,0,0,0,0,0.01,2,99,99,0.04,0,2,0,0,0,0,78.96,0,0
9960000000162,2144,5,1043.74,Yes,208.74,16,0.1,0.03,0.28,0,0,0,0.04,0.11,0.19,0,0,0.01,0.06,0.03,0.15,19,656,131.2,0.21,2,2,0,8,2,25,14.92,0.12,0
9960000000163,2169,3,80.23,No,26.74,16,0.3,0,0.54,0,0,0,0,0,0,0,0,0,0,0.14,0.02,9,581,193.66,0.29,0,3,0,1,0,0,41.27,0,0
9960000000164,1749,1,157.45,Yes,157.45,11,0,0,0,0.21,0.32,0,0,0.22,0.24,0,0,0,0,0,0.01,1,78,78,0.32,1,2,0,0,0,0,25.68,0,0
9960000000165,2180,20,1679.67,No,83.98,16,0.17,0.07,0,0.05,0.13,0,0.06,0.13,0.18,0,0.14,0,0,0,0.07,22,702,35.1,0.17,2,3,0,9,5,55.56,13.11,0.04,1
9960000000166,2138,1,242,No,242,11,0.14,0,0,0.19,0.4,0.24,0,0,0,0,0,0,0,0,0.03,21,454,454,0.04,0,1,0,7,0,0,71.45,0,0
9960000000167,2176,3,97.97,No,32.65,11,0.69,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0.01,17,697,232.33,0,0,1,0,8,2,25,53.36,0,0
9960000000168,2155,51,6148.43,Yes,120.55,16,0.13,0.02,0.05,0.04,0.1,0.07,0.03,0.06,0.17,0,0.006384,0.006077,0.05,0.01,0.257539,24,494,9.68,0.41,9,5,0,9,6,66.67,8.41,0.27,1
9960000000169,2118,4,198.95,No,49.73,11,0,0,0,0.09,0,0.15,0,0.34,0.24,0,0,0,0.04,0,0.14,15,581,145.25,0.36,0,2,0,4,0,0,21.96,0.14,0
9960000000170,2126,5,347.91,No,69.58,11,0.18,0.04,0,0.33,0,0,0.18,0.06,0,0,0,0,0,0,0.21,19,619,123.8,0.27,0,4,0,7,2,28.57,19.53,0.31,1
9960000000171,2155,7,479.24,No,68.46,18,0.54,0.08,0,0.08,0,0,0.08,0.12,0,0,0,0.04,0.02,0,0.04,19,319,45.57,0.21,1,3,0,4,1,25,33.87,0,1
9960000000172,2143,2,248.99,No,124.49,11,0.47,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0.01,15,287,143.5,0,0,2,0,6,0,0,50.13,0,0
9960000000173,2155,2,139.98,No,69.99,16,0.28,0,0.55,0,0,0,0,0,0,0,0,0,0,0.15,0.02,11,286,143,0.16,0,3,0,3,0,0,41.67,0,0
9960000000174,2151,1,167.48,No,167.48,11,0,0,0.23,0.17,0,0,0,0.59,0,0,0,0,0,0,0.01,8,245,245,0.18,0,1,0,2,0,0,43.7,0,0
9960000000175,2364,11,483.87,Yes,43.98,16,0.13,0,0,0.16,0,0.07,0.08,0,0,0,0,0,0.13,0,0.43,23,638,58,0.12,2,5,1,8,3,37.5,7.82,0.72,1
9960000000176,2368,2,81.75,No,40.87,11,0.61,0,0,0.16,0,0,0,0.22,0,0,0,0,0,0,0.01,3,340,170,0.38,0,1,0,0,0,0,45.05,0,0
9960000000177,2420,1,97,No,97,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,287,287,0.34,0,1,0,1,0,0,100,0,0
9960000000178,2453,8,278.9,No,34.86,11,0.33,0.08,0.02,0.05,0,0,0.08,0.18,0,0,0,0.01,0.08,0,0.17,14,269,33.62,0.37,1,2,0,2,1,50,17.5,0.13,0
9960000000179,2421,1,277.45,No,277.45,18,0,0,0,0.17,0.45,0,0,0.24,0,0,0,0,0.12,0,0.02,9,229,229,0.24,0,2,0,2,0,0,31.33,0,0
9960000000180,2478,1,94,No,94,16,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0.15,0.01,10,310,310,0.03,0,2,0,3,0,0,73.17,0,0
9960000000181,2474,6,1234.77,Yes,205.79,16,0.21,0.03,0.01,0.1,0,0.03,0.2,0.15,0.15,0,0,0,0,0.01,0.11,11,169,28.16,0.12,3,2,1,2,1,50,15.13,0.07,1
9960000000182,2481,4,572.22,Yes,143.05,11,0,0,0,0,0.61,0.18,0,0.19,0,0,0,0,0,0,0.02,7,242,60.5,0.13,1,3,0,0,0,0,45.4,0,0
9960000000183,2460,1,119.97,No,119.97,11,0.16,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0.02,8,139,139,0,0,1,0,1,0,0,37.5,0,0
9960000000184,2568,1,68,No,68,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,355,355,0,0,1,0,0,0,0,100,0,0
9960000000185,2601,5,785.18,Yes,157.03,18,0.25,0.07,0,0.09,0.12,0.15,0.13,0.07,0,0,0,0,0,0,0.12,21,534,106.8,0.4,1,5,0,9,2,22.22,14.39,0.08,0
9960000000186,2760,2,403.44,No,201.72,11,0.47,0,0,0.15,0,0.14,0,0.19,0,0,0,0,0.03,0,0.02,14,286,143,0.14,0,1,0,4,0,0,39.23,0,0
9960000000187,2762,3,140.34,No,46.78,11,0.51,0.33,0,0,0,0,0,0,0,0,0,0,0,0.03,0.13,6,389,129.66,0.21,1,3,0,0,0,0,37.89,0.12,0
9960000000188,2760,6,577.94,No,96.32,11,0.36,0.02,0.18,0.13,0,0.1,0.18,0,0,0,0,0,0,0,0.03,16,697,116.16,0.09,0,3,0,8,1,12.5,23.41,0,0
9960000000189,2703,2,76.17,No,38.08,11,0.66,0,0,0,0,0,0,0,0,0,0,0.15,0.17,0,0.02,8,686,343,0.2,1,2,0,0,0,0,50.31,0,0
9960000000190,2760,6,902.37,Yes,150.39,11,0.21,0.13,0.01,0.08,0.17,0.17,0.08,0.05,0,0,0,0,0.03,0.01,0.06,19,327,54.5,0.16,1,2,0,6,1,16.67,14.73,0,1
9960000000191,2766,1,71.49,No,71.49,11,0,0.52,0,0,0,0,0.47,0,0,0,0,0,0,0,0.01,3,107,107,0.21,0,1,0,0,0,0,50.11,0,0
9960000000192,2760,1,39.98,No,39.98,11,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3,673,673,0,0,2,0,0,0,0,50,0,0
9960000000193,2726,27,2034.64,Yes,75.35,16,0.22,0.009266,0.04,0.05,0.03,0.03,0.04,0.05,0.01,0,0.02,0,0.01,0,0.490734,18,531,19.66,0.36,5,5,0,5,5,100,6.37,0.8,1
9960000000194,2760,2,81.46,No,40.73,11,0.58,0,0,0.09,0,0,0,0,0,0,0,0,0.32,0,0.01,5,172,86,0.25,1,1,0,0,0,0,45.54,0,0
9960000000195,2760,49,3551.65,Yes,72.48,11,0.19,0.03,0.02,0.06,0.05,0.05,0.07,0.01,0.001761,0.02,0.01,0.01,0.06,0.006255,0.411984,25,502,10.24,0.4,4,3,0,6,5,83.33,6.3,0.56,1
9960000000196,2767,1,131.97,No,131.97,16,0,0,0.62,0.37,0,0,0,0,0,0,0,0,0,0,0.01,5,244,244,0.13,0,2,0,1,0,0,52.94,0,0
9960000000197,2762,10,399.93,Yes,39.99,16,0.19,0,0,0,0,0,0,0.25,0.05,0,0.28,0.01,0,0,0.22,18,593,59.3,0.34,0,4,0,4,1,25,18.95,0.23,0
9960000000198,2703,11,424.3,Yes,38.57,16,0.08,0.03,0.03,0.11,0,0,0.19,0,0.05,0,0,0,0.06,0,0.45,15,329,29.9,0.17,1,2,0,4,1,25,6.77,0.72,0
9960000000199,2760,4,444.59,Yes,111.14,16,0.13,0,0.06,0,0.32,0.13,0.08,0.25,0,0,0,0,0,0,0.03,9,541,135.25,0.13,1,2,0,1,1,100,34.33,0,0
9960000000200,2720,1,307.77,Yes,307.77,16,0.55,0.05,0.16,0,0,0.21,0,0,0,0,0,0,0,0,0.03,11,127,127,0.32,1,2,0,2,0,0,38.98,0,0
9960000000201,2767,10,407.69,Yes,40.76,16,0.03,0,0.12,0.11,0.07,0,0.18,0.03,0.04,0,0,0,0.28,0,0.14,10,548,54.8,0.28,1,4,0,5,1,20,15.33,0.11,1
9960000000202,2763,11,1263.28,Yes,114.84,11,0.15,0.01,0,0.1,0.26,0.26,0.01,0.08,0,0,0.01,0.003692,0,0,0.116308,24,592,53.81,0.2,4,1,0,10,3,30,33.71,0.08,1
9960000000203,2746,20,2580.72,Yes,129.03,16,0.24,0,0.01,0,0.1,0.03,0.01,0.09,0.09,0.23,0,0,0.01,0.005061,0.184939,23,621,31.05,0.24,4,4,1,9,7,77.78,14.95,0.15,1
9960000000204,2703,1,104.47,No,104.47,16,0.61,0,0.09,0.28,0,0,0,0,0,0,0,0,0,0,0.02,5,284,284,0.29,0,2,0,0,0,0,47.26,0,0
9960000000205,2703,2,153.98,Yes,76.99,16,0.31,0.15,0.32,0,0,0,0,0,0,0,0,0.16,0,0.03,0.03,8,208,104,0,0,2,0,2,0,0,25.87,0,0
9960000000206,2116,3,325.36,Yes,108.45,11,0.2,0,0,0,0.36,0.17,0.03,0,0.21,0,0,0,0,0,0.03,4,108,36,0.04,2,3,0,0,0,0,25.41,0,0
9960000000207,2760,3,139.97,No,46.65,16,0.24,0,0,0.2,0,0,0.18,0,0.35,0,0,0,0,0,0.03,7,692,230.66,0.17,0,2,0,3,0,0,26.74,0,0
9960000000208,2760,4,951.03,Yes,237.75,16,0.22,0.008604,0.08,0.008604,0.18,0,0.03,0.17,0.16,0,0,0,0.01,0,0.132792,13,222,55.5,0.23,0,2,0,3,0,0,15.41,0.09,0
9960000000209,2766,29,1113.64,Yes,38.4,15,0.18,0.07,0.06,0.03,0.11,0.05,0.04,0.06,0.02,0,0,0.02,0.007386,0.02,0.332614,8,581,20.03,0.44,3,8,0,2,1,50,6.79,0.39,0
9960000000210,2760,14,618.63,Yes,44.18,15,0.15,0.14,0,0.04,0.07,0.08,0.03,0.15,0.16,0,0,0.005929,0.04,0,0.134071,26,648,46.28,0.33,2,5,0,10,6,60,12.42,0.09,0
9960000000211,2703,6,237.9,No,39.65,11,0.57,0.01,0,0.15,0,0,0,0,0.13,0,0,0,0,0,0.14,7,579,96.5,0.17,0,2,0,1,0,0,36.95,0.14,0
9960000000212,2852,2,347.57,Yes,173.78,11,0.15,0,0,0,0.35,0.16,0,0,0.22,0,0,0,0.08,0,0.04,8,230,115,0.11,1,1,0,2,0,0,66.91,0,0
9960000000213,2864,1,80.08,Yes,80.08,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,347,347,0.25,0,1,0,4,0,0,100,0,0
9960000000214,2889,7,798.97,No,114.13,11,0.11,0.05,0.05,0.04,0.16,0.09,0.1,0.1,0.02,0,0.17,0.009049,0.02,0.01,0.070951,14,413,59,0.32,2,1,0,6,3,50,11.23,0,0
9960000000215,2831,9,1105.57,No,122.84,16,0.1,0.12,0.07,0.12,0.05,0.02,0.14,0.09,0.19,0.05,0,0,0.004523,0,0.045477,13,615,68.33,0.31,0,3,0,8,1,12.5,12.18,0,0
9960000000216,2816,2,239.96,No,119.98,11,0.23,0,0,0.08,0.14,0,0.52,0,0,0,0,0,0,0,0.03,6,687,343.5,0.15,0,2,0,1,0,0,36.59,0,0
9960000000217,2865,2,280.97,No,140.48,11,0.22,0.08,0.44,0.1,0,0,0.13,0,0,0,0,0,0,0,0.03,8,236,118,0.1,0,1,0,2,0,0,28.69,0,0
9960000000218,2852,11,403.69,Yes,36.69,16,0.04,0.09,0,0.42,0.15,0,0,0,0,0,0,0.02,0,0.05,0.23,24,693,63,0.23,1,5,0,10,7,70,21.7,0.25,0
9960000000219,2806,2,253.98,No,126.99,16,0.19,0,0,0,0.09,0.19,0,0,0,0.51,0,0,0,0,0.02,18,607,303.5,0.08,0,2,0,10,2,20,34.76,0,0
9960000000220,2865,13,1083.38,Yes,83.33,16,0.38,0.08,0,0.05,0,0.07,0.2,0.01,0.02,0,0,0.01,0.009452,0.04,0.130548,24,592,45.53,0.33,3,4,0,10,6,60,21.25,0.09,0
9960000000221,2828,2,138.97,Yes,69.48,11,0.15,0,0,0,0.34,0.21,0,0,0,0,0,0,0,0.28,0.02,17,693,346.5,0.36,0,1,0,9,1,11.11,27.14,0,0
9960000000222,2828,3,119.45,No,39.81,11,0.5,0,0,0.2,0,0,0,0,0.29,0,0,0,0,0,0.01,5,260,86.66,0.32,0,2,0,0,0,0,37.98,0,0
9960000000223,2816,1,272.69,Yes,272.69,11,0,0,0,0.17,0.32,0,0,0.17,0.29,0,0,0.02,0,0,0.03,4,107,107,0.1,1,1,0,0,0,0,25.53,0,0
9960000000224,2895,1,286.99,No,286.99,16,0.39,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0.01,15,340,340,0.03,0,2,0,6,0,0,35.78,0,0
9960000000225,2842,3,9.92,Yes,3.3,11,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.92,3,127,42.33,0.36,0,1,0,0,0,0,0.75,10.52,0
9960000000226,2840,1,94,No,94,11,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.06,0.01,3,98,98,0,0,1,0,0,0,0,88.04,0,0
9960000000227,2879,1,156.58,Yes,156.58,11,0,0,0,0,0,0,0,0,0.56,0,0,0.08,0.32,0.03,0.01,7,140,140,0.18,1,1,0,1,0,0,42.85,0,0
9960000000228,2886,2,300.64,Yes,150.32,16,0.21,0.02,0,0,0,0.21,0.39,0,0,0,0,0,0.06,0.08,0.03,17,364,182,0.19,1,3,0,6,1,16.67,26.23,0,0
9960000000229,2864,7,907.91,No,129.7,16,0.12,0,0.08,0.05,0.2,0.23,0,0.05,0.17,0,0,0,0.01,0,0.09,14,320,45.71,0.06,0,2,0,4,0,0,25.55,0.07,1
9960000000230,2896,4,606.79,Yes,151.69,11,0.08,0,0,0.15,0.46,0.08,0.07,0.08,0,0,0,0.04,0,0,0.04,13,656,164,0.09,2,2,0,6,0,0,30.5,0,0
9960000000231,2888,1,176.28,Yes,176.28,16,0,0.06,0,0,0.5,0,0,0.25,0,0,0,0,0.15,0.03,0.01,1,66,66,0.2,1,2,0,0,0,0,60.15,0,0
9960000000232,2865,1,127,No,127,11,0.3,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0.01,4,114,114,0,0,1,0,0,0,0,57.44,0,0
9960000000233,2852,1,128.96,No,128.96,11,0,0,0,0.2,0.37,0.41,0,0,0,0,0,0,0,0,0.02,1,36,36,0.4,0,1,0,0,0,0,35.74,0,0
9960000000234,2886,5,210.49,No,42.09,16,0.18,0.11,0,0.22,0,0,0.47,0,0,0,0,0,0,0,0.02,17,439,87.8,0.27,1,2,0,8,3,37.5,32.17,0,0
9960000000235,2818,19,1894.4,Yes,99.7,16,0.16,0.05,0.04,0.03,0.07,0.02,0.16,0.06,0.06,0.04,0.06,0,0.01,0,0.24,22,559,29.42,0.24,4,3,0,9,3,33.33,8.53,0.2,1
9960000000236,2864,6,682.68,Yes,113.78,16,0.06,0,0,0.05,0,0.22,0.08,0.02,0,0,0.31,0.009874,0,0,0.250126,21,644,107.33,0.37,1,3,0,10,1,10,16.78,0.28,0
9960000000237,2893,7,529.54,Yes,75.64,11,0.02,0.05,0,0.2,0.06,0.34,0,0.18,0.07,0,0,0,0,0.02,0.06,18,624,89.14,0.31,2,1,0,8,2,25,20.87,0.01,0
9960000000238,2893,15,1037.82,Yes,69.18,11,0.2,0.07,0.04,0.06,0.06,0.09,0.02,0.08,0.03,0.05,0,0.002944,0.03,0.03,0.237056,26,694,46.26,0.28,4,2,0,10,6,60,10.18,0.22,1
9960000000239,2896,3,204.78,Yes,68.26,16,0,0.12,0,0,0.1,0.07,0,0.13,0.14,0,0,0,0,0,0.44,4,108,36,0.24,1,2,0,0,0,0,7.12,0.71,1
9960000000240,2864,8,907.32,Yes,113.41,16,0.14,0.05,0.09,0.05,0.2,0.23,0,0.01,0,0.08,0,0.03,0.06,0.01,0.05,25,616,77,0.28,3,4,0,10,5,50,14.78,0,0
9960000000241,2864,45,7377.79,Yes,163.95,16,0.1,0.01,0.007333,0.05,0.23,0.007978,0.05,0.1,0.07,0.02,0.02,0.005258,0.006657,0,0.322774,31,684,15.2,0.14,19,5,0,11,7,63.64,9.08,0.4,1
9960000000242,2864,3,461.9,No,153.96,15,0.09,0.03,0.08,0,0.17,0.2,0,0.28,0,0,0,0.04,0.06,0.01,0.04,19,675,225,0.1,0,3,0,8,0,0,19.14,0,0
9960000000243,2874,1,79.98,No,79.98,11,0,0,0,0.37,0,0.62,0,0,0,0,0,0,0,0,0.01,3,123,123,0,0,1,0,0,0,0,53.12,0,0
9960000000244,2888,5,170.95,Yes,34.19,16,0.44,0.04,0.07,0.1,0,0,0,0,0,0,0,0.03,0,0.28,0.04,13,536,107.2,0.28,0,2,0,5,0,0,31.34,0.11,0
9960000000245,2832,17,2816.74,Yes,165.69,16,0.28,0.01,0.04,0.01,0.12,0.25,0.03,0.06,0,0,0,0.03,0.03,0.008886,0.131114,19,593,34.88,0.17,1,6,1,8,6,75,17.5,0.08,0
9960000000246,2825,11,1403.01,Yes,127.54,16,0.1,0.01,0.01,0.05,0.25,0,0.02,0.16,0.1,0.14,0,0,0.01,0.03,0.12,20,331,30.09,0.22,2,6,1,6,2,33.33,14.09,0.05,0
9960000000247,2861,1,167,Yes,167,16,0.88,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.01,18,693,693,0.25,0,2,0,8,1,12.5,78.91,0,0
9960000000248,2896,3,388.23,No,129.41,16,0.22,0.03,0,0.17,0,0.17,0.05,0.26,0,0,0,0,0.06,0,0.04,16,331,110.33,0.14,1,2,0,6,1,16.67,18.99,0,0
9960000000249,2822,15,1701.2,Yes,113.41,16,0.02,0,0.01,0.09,0.36,0.07,0,0.12,0.08,0.15,0,0.002511,0,0,0.097489,19,464,30.93,0.27,5,2,0,8,6,75,19.32,0.04,0
9960000000250,2830,2,122,Yes,61,11,0,0,0,0.32,0,0.35,0,0,0,0,0,0,0,0,0.33,6,663,331.5,0,0,2,0,1,0,0,23.02,0.47,0
9960000000251,2842,1,124.44,No,124.44,16,0.26,0.16,0,0,0.28,0.24,0,0,0,0,0,0,0,0.03,0.03,6,229,229,0.39,0,2,0,1,0,0,24.16,0,0
9960000000252,2842,2,356.97,No,178.48,11,0.24,0,0,0.08,0.5,0.16,0,0,0,0,0,0,0,0,0.02,12,283,141.5,0.05,0,1,0,2,0,0,37.66,0,0
9960000000253,2896,12,982.82,Yes,81.9,11,0.14,0.02,0.03,0.07,0.15,0.1,0.02,0.003251,0.01,0.02,0,0.009779,0,0.01,0.41697,20,419,34.91,0.17,2,2,0,10,3,30,6.54,0.56,0
9960000000254,2861,3,215.49,No,71.83,11,0.19,0,0,0,0.28,0,0,0.19,0.17,0,0,0,0.03,0,0.14,0,52,17.33,0.18,0,1,0,0,0,0,18.72,0.13,0
9960000000255,2806,5,430.77,Yes,86.15,16,0.27,0,0.14,0.21,0.2,0,0,0.16,0,0,0,0,0,0,0.02,18,361,72.2,0.3,0,2,0,6,3,50,31.95,0,0
9960000000256,2825,1,119.98,No,119.98,11,0,0,0,0,0.66,0,0,0.33,0,0,0,0,0,0,0.01,14,581,581,0,0,1,0,4,0,0,55.55,0,0
9960000000257,2908,6,778.69,Yes,129.78,19,0.15,0,0,0.09,0.24,0.07,0.32,0,0.06,0,0,0,0.02,0.03,0.02,25,603,100.5,0.08,1,2,0,9,3,33.33,22.75,0,0
9960000000258,2886,3,455.98,Yes,151.99,11,0.05,0.1,0,0,0,0.05,0.2,0,0.2,0.22,0,0,0.03,0.000019,0.149981,8,581,193.66,0.28,2,1,0,4,0,0,15.19,0.12,0
9960000000259,2864,3,189.94,No,63.31,16,0.18,0.1,0,0,0,0.25,0.36,0,0,0,0,0,0,0.07,0.04,13,674,224.66,0.22,0,2,0,3,0,0,25.54,0,0
9960000000260,2861,13,611.09,No,47,16,0.42,0.09,0.05,0,0.1,0,0.03,0.02,0.14,0,0.03,0,0,0,0.12,19,624,48,0.33,1,5,0,5,2,40,22.77,0.08,1
9960000000261,2817,1,78,No,78,11,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,7,340,340,0,0,1,0,3,0,0,50,0,0
9960000000262,2863,7,690.94,Yes,98.7,16,0.18,0.05,0.1,0.11,0.01,0.04,0.02,0.25,0,0,0,0,0.17,0.007682,0.062318,14,495,70.71,0.24,0,3,0,5,3,60,16.01,0.01,1
9960000000263,2861,5,476.96,Yes,95.39,16,0.61,0,0,0.01,0.07,0,0.11,0.1,0,0,0,0,0.01,0,0.09,18,659,131.8,0.28,1,3,0,9,2,22.22,40.44,0.06,0
9960000000264,2860,7,225.96,No,32.28,16,0.45,0.11,0.08,0,0,0,0.15,0,0,0,0,0,0.07,0,0.14,8,213,30.42,0,0,3,0,2,1,50,25.99,0.11,0
9960000000265,2888,3,95.89,No,31.96,16,0.15,0.59,0,0,0,0,0,0.25,0,0,0,0,0,0,0.01,10,697,232.33,0.21,0,2,0,3,0,0,44.47,0,0
9960000000266,2896,8,467.51,Yes,58.43,19,0.03,0.1,0.06,0,0.04,0,0.36,0.04,0.11,0,0,0,0,0.02,0.24,25,697,87.12,0.27,1,3,0,7,1,14.29,16.92,0.25,0
9960000000267,2915,1,96.3,Yes,96.3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,302,302,0.1,0,1,0,2,0,0,100,0,0
9960000000268,2814,7,166.97,Yes,23.85,11,0,0,0.05,0.21,0.58,0,0,0.04,0,0,0,0,0,0,0.12,12,639,91.28,0.31,0,5,1,3,0,0,39.31,0.11,0
9960000000269,2876,17,4332.81,Yes,254.87,16,0.17,0.09,0.03,0.03,0.32,0.11,0.01,0.02,0.1,0.02,0,0,0.00822,0,0.09178,11,699,41.11,0.24,8,3,0,1,1,100,17.11,0.05,0
9960000000270,2896,10,752.94,Yes,75.29,11,0.17,0.000012,0.07,0.08,0.05,0.05,0.13,0.02,0.05,0,0,0.1,0.08,0.02,0.179988,21,559,55.9,0.28,0,2,0,9,1,11.11,9.06,0.14,0
9960000000271,2816,1,96.25,Yes,96.25,11,0.13,0,0,0,0,0,0.26,0.22,0.22,0,0,0.14,0,0,0.03,11,266,266,0.39,0,1,0,2,0,0,21.28,0,0
9960000000272,2896,2,615.89,No,307.94,16,0.08,0.04,0,0.06,0.27,0.17,0.08,0,0,0,0,0,0.25,0.01,0.04,10,481,240.5,0.16,1,2,0,4,1,25,19.26,0,0
9960000000273,2895,18,970.65,Yes,53.92,11,0.12,0.11,0.09,0.04,0.2,0.02,0.02,0.009515,0.08,0,0,0.07,0.09,0.01,0.140485,8,691,38.38,0.24,4,4,0,1,1,100,10.58,0.08,1
9960000000274,2816,9,1586.36,Yes,176.26,16,0.19,0.01,0,0.15,0.22,0.15,0.02,0.02,0,0.08,0.06,0.008317,0.03,0.005009,0.056674,24,695,77.22,0.25,7,2,0,10,8,80,14.92,0.02,0
9960000000275,2857,7,580.31,No,82.9,16,0.19,0.006186,0.14,0.05,0.14,0,0.03,0.07,0,0.31,0,0,0.02,0.005773,0.038041,18,588,84,0.32,0,3,0,10,4,40,19.06,0,1
